,country_code,Indicator,Year,value
14351,DZA,Population,1979,18647801.0
14352,DZA,Population,1980,19221659.0
14353,DZA,Population,1981,19824297.0
14354,DZA,Population,1982,20452901.0
14355,DZA,Population,1983,21101875.0
14356,DZA,Population,1984,21763578.0
14357,DZA,Population,1985,22431507.0
14358,DZA,Population,1986,23102386.0
14359,DZA,Population,1987,23774287.0
14360,DZA,Population,1988,24443472.0
14361,DZA,Population,1989,25106192.0
14362,DZA,Population,1990,25758872.0
14363,DZA,Population,1991,26400468.0
14364,DZA,Population,1992,27028330.0
14365,DZA,Population,1993,27635517.0
14366,DZA,Population,1994,28213777.0
14367,DZA,Population,1995,28757788.0
14368,DZA,Population,1996,29266415.0
14369,DZA,Population,1997,29742980.0
14370,DZA,Population,1998,30192750.0
14371,DZA,Population,1999,30623406.0
14372,DZA,Population,2000,31042238.0
14373,DZA,Population,2001,31451513.0
14374,DZA,Population,2002,31855110.0
14375,DZA,Population,2003,32264159.0
14376,DZA,Population,2004,32692153.0
14377,DZA,Population,2005,33149720.0
14378,DZA,Population,2006,33641007.0
14379,DZA,Population,2007,34166976.0
14380,DZA,Population,2008,34730604.0
14381,DZA,Population,2009,35333882.0
14382,DZA,Population,2010,35977451.0
14383,DZA,Population,2011,36661438.0
14384,DZA,Population,2012,37383899.0
14385,DZA,Population,2013,38140135.0
14386,DZA,Population,2014,38923688.0
14387,DZA,Population,2015,39728020.0
14388,DZA,Population,2016,40551398.0
14389,DZA,Population,2017,41389174.0
14390,DZA,Population,2018,42228415.0
14391,DZA,Population,2019,43053054.0
14392,DZA,Population,2020,43851043.0
14393,EAP,Consumption,1995,1468152230917.76
14394,EAP,Consumption,1996,1622141105184.01
14395,EAP,Consumption,1997,1735708772616.56
14396,EAP,Consumption,1998,1833187182473.41
14397,EAP,Consumption,1999,2023253813698.14
14398,EAP,Consumption,2000,2223502683385.04
14399,EAP,Consumption,2001,2368394819546.72
14400,EAP,Consumption,2002,2565072516511.3
14401,EAP,Consumption,2003,2724610205591.22
14402,EAP,Consumption,2004,2927856841715.9
14403,EAP,Consumption,2005,3234551097473.36
14404,EAP,Consumption,2006,3526424759354.55
14405,EAP,Consumption,2007,3931706547260.22
14406,EAP,Consumption,2008,4235727425850.17
14407,EAP,Consumption,2009,4629344207814.51
14408,EAP,Consumption,2010,5035874991976.96
14409,EAP,Consumption,2011,5586772164898.71
14410,EAP,Consumption,2012,6027550088531.55
14411,EAP,Consumption,2013,6456026645172.06
14412,EAP,Consumption,2014,6939739184218.32
14413,EAP,Consumption,2015,7538186011488.01
14414,EAP,Consumption,2016,8131977908026.01
14415,EAP,Consumption,2017,8686926512341.79
14416,EAP,Consumption,2018,9344648751823.49
14417,EAP,Consumption,2019,9923351323764.33
14418,EAP,Consumption,2020,9808094064562.24
14419,EAP,Exports,2015,3333568543602.26
14420,EAP,GDP,1960,286783713444.31
14421,EAP,GDP,1961,248150854656.199
14422,EAP,GDP,1962,246520712428.954
14423,EAP,GDP,1963,262264770222.493
14424,EAP,GDP,1964,290843342225.21
14425,EAP,GDP,1965,321872913159.138
14426,EAP,GDP,1966,347880018351.663
14427,EAP,GDP,1967,342934122048.964
14428,EAP,GDP,1968,348722383291.779
14429,EAP,GDP,1969,388561395475.308
14430,EAP,GDP,1970,440717189551.749
14431,EAP,GDP,1971,470559156157.355
14432,EAP,GDP,1972,493681770294.197
14433,EAP,GDP,1973,534491525146.711
14434,EAP,GDP,1974,555421330891.136
14435,EAP,GDP,1975,592752355035.018
14436,EAP,GDP,1976,609355589319.832
14437,EAP,GDP,1977,656089467402.835
14438,EAP,GDP,1978,716677889277.999
14439,EAP,GDP,1979,767852714584.929
14440,EAP,GDP,1980,825688619185.005
14441,EAP,GDP,1981,872045532276.499
14442,EAP,GDP,1982,928207346094.069
14443,EAP,GDP,1983,999671769873.013
14444,EAP,GDP,1984,1099385860029.95
14445,EAP,GDP,1985,1186514948968.73
14446,EAP,GDP,1986,1271728526591.23
14447,EAP,GDP,1987,1388213055205.7
14448,EAP,GDP,1988,1524027626853.59
14449,EAP,GDP,1989,1610243809155.07
14450,EAP,GDP,1990,1693446714729.26
14451,EAP,GDP,1991,1829590973220.69
14452,EAP,GDP,1992,2034171761277.0
14453,EAP,GDP,1993,2264164488591.64
14454,EAP,GDP,1994,2511903541607.06
14455,EAP,GDP,1995,2759985132544.12
14456,EAP,GDP,1996,3010096635344.48
14457,EAP,GDP,1997,3231056125270.02
14458,EAP,GDP,1998,3324204056498.2
14459,EAP,GDP,1999,3536599152182.88
14460,EAP,GDP,2000,3806787968095.46
14461,EAP,GDP,2001,4072816101171.19
14462,EAP,GDP,2002,4401393046656.24
14463,EAP,GDP,2003,4795329788937.71
14464,EAP,GDP,2004,5233075504378.12
14465,EAP,GDP,2005,5755665293367.78
14466,EAP,GDP,2006,6394259253178.41
14467,EAP,GDP,2007,7194167124797.68
14468,EAP,GDP,2008,7815012657951.79
14469,EAP,GDP,2009,8439680673684.13
14470,EAP,GDP,2010,9278133216234.75
14471,EAP,GDP,2011,10081214727348.0
14472,EAP,GDP,2012,10845203318943.5
14473,EAP,GDP,2013,11636906072316.8
14474,EAP,GDP,2014,12449172484319.6
14475,EAP,GDP,2015,13281198366371.3
14476,EAP,GDP,2016,14154938722611.4
14477,EAP,GDP,2017,15103665182366.3
14478,EAP,GDP,2018,16087745443157.0
14479,EAP,GDP,2019,17016933263759.9
14480,EAP,GDP,2020,17251524473606.1
14481,EAP,Imports,2015,2923328037710.39
14482,EAP,Investment,2015,5280766078516.98
14483,EAP,Population,1960,894875757.0
14484,EAP,Population,1961,894479503.0
14485,EAP,Population,1962,906413903.0
14486,EAP,Population,1963,929634719.0
14487,EAP,Population,1964,952494226.0
14488,EAP,Population,1965,976360559.0
14489,EAP,Population,1966,1003799539.0
14490,EAP,Population,1967,1030341030.0
14491,EAP,Population,1968,1057848841.0
14492,EAP,Population,1969,1087054621.0
14493,EAP,Population,1970,1117162921.0
14494,EAP,Population,1971,1147907376.0
14495,EAP,Population,1972,1176909425.0
14496,EAP,Population,1973,1204956207.0
14497,EAP,Population,1974,1231481379.0
14498,EAP,Population,1975,1255568332.0
14499,EAP,Population,1976,1277786882.0
14500,EAP,Population,1977,1298403379.0
14501,EAP,Population,1978,1318985502.0
14502,EAP,Population,1979,1339874993.0
14503,EAP,Population,1980,1360437112.0
14504,EAP,Population,1981,1381732250.0
14505,EAP,Population,1982,1405388781.0
14506,EAP,Population,1983,1429179263.0
14507,EAP,Population,1984,1451901724.0
14508,EAP,Population,1985,1475340043.0
14509,EAP,Population,1986,1500310495.0
14510,EAP,Population,1987,1526774417.0
14511,EAP,Population,1988,1553548236.0
14512,EAP,Population,1989,1579666262.0
14513,EAP,Population,1990,1605187660.0
14514,EAP,Population,1991,1629631622.0
14515,EAP,Population,1992,1652528279.0
14516,EAP,Population,1993,1674580221.0
14517,EAP,Population,1994,1696464118.0
14518,EAP,Population,1995,1717901663.0
14519,EAP,Population,1996,1738949771.0
14520,EAP,Population,1997,1759750554.0
14521,EAP,Population,1998,1779788454.0
14522,EAP,Population,1999,1798639494.0
14523,EAP,Population,2000,1816455800.0
14524,EAP,Population,2001,1833422980.0
14525,EAP,Population,2002,1849607527.0
14526,EAP,Population,2003,1865132738.0
14527,EAP,Population,2004,1880248912.0
14528,EAP,Population,2005,1895275475.0
14529,EAP,Population,2006,1909891482.0
14530,EAP,Population,2007,1924018171.0
14531,EAP,Population,2008,1938057262.0
14532,EAP,Population,2009,1952017377.0
14533,EAP,Population,2010,1965954326.0
14534,EAP,Population,2011,1980940204.0
14535,EAP,Population,2012,1997884913.0
14536,EAP,Population,2013,2014779318.0
14537,EAP,Population,2014,2031185907.0
14538,EAP,Population,2015,2046830024.0
14539,EAP,Population,2016,2062232304.0
14540,EAP,Population,2017,2077970870.0
14541,EAP,Population,2018,2091680327.0
14542,EAP,Population,2019,2103705075.0
14543,EAP,Population,2020,2113820753.0
14544,EAR,Consumption,1960,807913922962.163
14545,EAR,Consumption,1961,843226397004.663
14546,EAR,Consumption,1962,863508461042.854
14547,EAR,Consumption,1963,902234106543.213
14548,EAR,Consumption,1964,971230313564.134
14549,EAR,Consumption,1965,1067241751021.46
14550,EAR,Consumption,1966,1098972371116.32
14551,EAR,Consumption,1967,1151898172471.96
14552,EAR,Consumption,1968,1206250641370.48
14553,EAR,Consumption,1969,1274604565800.12
14554,EAR,Consumption,1970,1343050110888.03
14555,EAR,Consumption,1971,1407226516189.57
14556,EAR,Consumption,1972,1465546965604.37
14557,EAR,Consumption,1973,1541480249538.06
14558,EAR,Consumption,1974,1644040780043.23
14559,EAR,Consumption,1975,1741287969090.78
14560,EAR,Consumption,1976,1790886156161.53
14561,EAR,Consumption,1977,1849993476172.81
14562,EAR,Consumption,1978,1923904185191.68
14563,EAR,Consumption,1979,2019103504138.84
14564,EAR,Consumption,1980,2160457460462.09
14565,EAR,Consumption,1981,2259570535796.98
14566,EAR,Consumption,1982,2266645650861.95
14567,EAR,Consumption,1983,2319540233761.47
14568,EAR,Consumption,1984,2393241652317.68
14569,EAR,Consumption,1985,2429592856712.12
14570,EAR,Consumption,1986,2467043867467.56
14571,EAR,Consumption,1987,2524488493945.72
14572,EAR,Consumption,1988,2579650603344.57
14573,EAR,Consumption,1989,2627672234201.27
14574,EAR,Consumption,1990,2763753074794.45
14575,EAR,Consumption,1991,2882533344767.79
14576,EAR,Consumption,1992,3009920087762.81
14577,EAR,Consumption,1993,3123387657989.94
14578,EAR,Consumption,1994,3221554947855.27
14579,EAR,Consumption,1995,3295816851928.95
14580,EAR,Consumption,1996,3470444431396.69
14581,EAR,Consumption,1997,3655793346694.1
14582,EAR,Consumption,1998,3773241184339.07
14583,EAR,Consumption,1999,3889183970944.89
14584,EAR,Consumption,2000,4045839504606.51
14585,EAR,Consumption,2001,4124116080753.34
14586,EAR,Consumption,2002,4201754505525.85
14587,EAR,Consumption,2003,4367396252480.84
14588,EAR,Consumption,2004,4608859751615.73
14589,EAR,Consumption,2005,4872899334803.04
14590,EAR,Consumption,2006,5140896715161.4
14591,EAR,Consumption,2007,5446597734241.17
14592,EAR,Consumption,2008,5662153777601.67
14593,EAR,Consumption,2009,5762359879544.34
14594,EAR,Consumption,2010,6067736520518.5
14595,EAR,Consumption,2011,6440110042236.27
14596,EAR,Consumption,2012,6704478458542.82
14597,EAR,Consumption,2013,7000949805888.2
14598,EAR,Consumption,2014,7275346496558.23
14599,EAR,Consumption,2015,7602928111468.8
14600,EAR,Consumption,2016,7898100503183.25
14601,EAR,Consumption,2017,8266205846600.88
14602,EAR,Consumption,2018,8580253252333.52
14603,EAR,Consumption,2019,8807823858809.6
14604,EAR,Consumption,2020,8472514934966.93
14605,EAR,Exports,1960,170973599780.586
14606,EAR,Exports,1961,179926350765.809
14607,EAR,Exports,1962,169742486426.09
14608,EAR,Exports,1963,188921360605.184
14609,EAR,Exports,1964,200356166327.374
14610,EAR,Exports,1965,219248079151.063
14611,EAR,Exports,1966,237763079766.172
14612,EAR,Exports,1967,252649122130.713
14613,EAR,Exports,1968,271971420488.64
14614,EAR,Exports,1969,299563646345.565
14615,EAR,Exports,1970,326599306522.785
14616,EAR,Exports,1971,346420792062.97
14617,EAR,Exports,1972,392283416129.227
14618,EAR,Exports,1973,427752881665.501
14619,EAR,Exports,1974,424935777893.895
14620,EAR,Exports,1975,408387013665.098
14621,EAR,Exports,1976,449643263410.293
14622,EAR,Exports,1977,463620012599.786
14623,EAR,Exports,1978,444180706167.372
14624,EAR,Exports,1979,443836539188.134
14625,EAR,Exports,1980,399227203551.931
14626,EAR,Exports,1981,404657323669.392
14627,EAR,Exports,1982,436812422922.916
14628,EAR,Exports,1983,465459726627.691
14629,EAR,Exports,1984,471954173398.223
14630,EAR,Exports,1985,471113368916.356
14631,EAR,Exports,1986,476217325058.19
14632,EAR,Exports,1987,521854116060.924
14633,EAR,Exports,1988,557722014764.637
14634,EAR,Exports,1989,594459631466.058
14635,EAR,Exports,1990,629326202691.99
14636,EAR,Exports,1991,673415411748.194
14637,EAR,Exports,1992,709022671499.068
14638,EAR,Exports,1993,754664743758.41
14639,EAR,Exports,1994,813720969814.055
14640,EAR,Exports,1995,900727865552.18
14641,EAR,Exports,1996,979886825984.488
14642,EAR,Exports,1997,1047008989892.13
14643,EAR,Exports,1998,1101257087110.48
14644,EAR,Exports,1999,1095697706530.21
14645,EAR,Exports,2000,1232565612221.81
14646,EAR,Exports,2001,1227784927492.79
14647,EAR,Exports,2002,1254446669476.54
14648,EAR,Exports,2003,1355876309163.99
14649,EAR,Exports,2004,1501758433008.27
14650,EAR,Exports,2005,1655930944358.27
14651,EAR,Exports,2006,1795149469161.41
14652,EAR,Exports,2007,1887841153486.01
14653,EAR,Exports,2008,1963484883086.2
14654,EAR,Exports,2009,1804421162810.82
14655,EAR,Exports,2010,2018347016871.08
14656,EAR,Exports,2011,2173331652041.75
14657,EAR,Exports,2012,2258274632776.13
14658,EAR,Exports,2013,2321164568135.79
14659,EAR,Exports,2014,2364569705143.9
14660,EAR,Exports,2015,2388244544131.85
14661,EAR,Exports,2016,2481347051791.73
14662,EAR,Exports,2017,2642609385395.43
14663,EAR,Exports,2018,2834327855431.07
14664,EAR,Exports,2019,2818759359123.98
14665,EAR,Exports,2020,2531770321369.49
14666,EAR,GDP,1960,1043461180322.48
14667,EAR,GDP,1961,1090150391032.46
14668,EAR,GDP,1962,1128195135080.98
14669,EAR,GDP,1963,1181537995177.4
14670,EAR,GDP,1964,1277296043414.66
14671,EAR,GDP,1965,1348056059670.08
14672,EAR,GDP,1966,1402852682742.63
14673,EAR,GDP,1967,1480154427298.82
14674,EAR,GDP,1968,1577539400187.7
14675,EAR,GDP,1969,1682464250505.95
14676,EAR,GDP,1970,1828083864559.05
14677,EAR,GDP,1971,1939096471513.64
14678,EAR,GDP,1972,2074064335508.41
14679,EAR,GDP,1973,2229506139637.91
14680,EAR,GDP,1974,2381143100760.65
14681,EAR,GDP,1975,2432198197677.86
14682,EAR,GDP,1976,2606328680077.74
14683,EAR,GDP,1977,2708234664291.8
14684,EAR,GDP,1978,2736316269391.47
14685,EAR,GDP,1979,2848519419367.0
14686,EAR,GDP,1980,2931798338559.42
14687,EAR,GDP,1981,3045277181345.46
14688,EAR,GDP,1982,3043512758866.74
14689,EAR,GDP,1983,3052002528470.22
14690,EAR,GDP,1984,3115565858020.06
14691,EAR,GDP,1985,3139600580183.28
14692,EAR,GDP,1986,3231994083290.64
14693,EAR,GDP,1987,3320878733802.16
14694,EAR,GDP,1988,3440612624460.5
14695,EAR,GDP,1989,3519904853748.25
14696,EAR,GDP,1990,3711247053061.05
14697,EAR,GDP,1991,3882461620054.22
14698,EAR,GDP,1992,4037316969422.61
14699,EAR,GDP,1993,4179144257172.04
14700,EAR,GDP,1994,4321661405633.54
14701,EAR,GDP,1995,4425138175842.56
14702,EAR,GDP,1996,4683118523164.13
14703,EAR,GDP,1997,4903624949547.8
14704,EAR,GDP,1998,5017739662510.73
14705,EAR,GDP,1999,5120063787155.31
14706,EAR,GDP,2000,5345768878122.57
14707,EAR,GDP,2001,5398014263428.33
14708,EAR,GDP,2002,5494125047812.02
14709,EAR,GDP,2003,5790214976206.78
14710,EAR,GDP,2004,6152411774600.96
14711,EAR,GDP,2005,6514725773157.64
14712,EAR,GDP,2006,6904607154397.68
14713,EAR,GDP,2007,7303450208904.15
14714,EAR,GDP,2008,7562555965857.75
14715,EAR,GDP,2009,7629215518733.28
14716,EAR,GDP,2010,8128806328994.8
14717,EAR,GDP,2011,8537714238774.08
14718,EAR,GDP,2012,8876238512412.27
14719,EAR,GDP,2013,9260252213098.19
14720,EAR,GDP,2014,9651318300636.02
14721,EAR,GDP,2015,10082377974481.9
14722,EAR,GDP,2016,10554026490600.8
14723,EAR,GDP,2017,11035307308113.2
14724,EAR,GDP,2018,11440210685161.6
14725,EAR,GDP,2019,11703037495097.2
14726,EAR,GDP,2020,11175750002752.6
14727,EAR,Imports,1960,155701159148.604
14728,EAR,Imports,1961,155900472711.202
14729,EAR,Imports,1962,144607689071.742
14730,EAR,Imports,1963,161165834583.101
14731,EAR,Imports,1964,182904795647.966
14732,EAR,Imports,1965,196779821541.934
14733,EAR,Imports,1966,205421281882.055
14734,EAR,Imports,1967,226283672274.999
14735,EAR,Imports,1968,236742372139.157
14736,EAR,Imports,1969,247360371856.873
14737,EAR,Imports,1970,276237935467.482
14738,EAR,Imports,1971,287013561703.555
14739,EAR,Imports,1972,293441819356.088
14740,EAR,Imports,1973,331353866988.322
14741,EAR,Imports,1974,437146178781.426
14742,EAR,Imports,1975,524414358938.029
14743,EAR,Imports,1976,512801655042.599
14744,EAR,Imports,1977,556208389187.839
14745,EAR,Imports,1978,494392707514.493
14746,EAR,Imports,1979,485821652387.042
14747,EAR,Imports,1980,544152162344.492
14748,EAR,Imports,1981,568982236639.609
14749,EAR,Imports,1982,495883356779.529
14750,EAR,Imports,1983,524182264058.663
14751,EAR,Imports,1984,480197576188.047
14752,EAR,Imports,1985,484841400481.811
14753,EAR,Imports,1986,470227820642.188
14754,EAR,Imports,1987,490536122334.878
14755,EAR,Imports,1988,491202512681.445
14756,EAR,Imports,1989,536444594612.633
14757,EAR,Imports,1990,610981789390.569
14758,EAR,Imports,1991,688493946500.297
14759,EAR,Imports,1992,745155290068.567
14760,EAR,Imports,1993,765513817217.018
14761,EAR,Imports,1994,776933169305.336
14762,EAR,Imports,1995,829577807914.027
14763,EAR,Imports,1996,905174605153.118
14764,EAR,Imports,1997,1010878616821.07
14765,EAR,Imports,1998,1066083259457.25
14766,EAR,Imports,1999,1033298985499.18
14767,EAR,Imports,2000,1162101087619.78
14768,EAR,Imports,2001,1155048050003.39
14769,EAR,Imports,2002,1201960915406.9
14770,EAR,Imports,2003,1303515939511.89
14771,EAR,Imports,2004,1486395078003.19
14772,EAR,Imports,2005,1685909185407.17
14773,EAR,Imports,2006,1881866752820.56
14774,EAR,Imports,2007,2075091263780.89
14775,EAR,Imports,2008,2269208442528.28
14776,EAR,Imports,2009,2057226858110.21
14777,EAR,Imports,2010,2328588644935.47
14778,EAR,Imports,2011,2538218712151.53
14779,EAR,Imports,2012,2649138856931.54
14780,EAR,Imports,2013,2662660870479.32
14781,EAR,Imports,2014,2713656483634.65
14782,EAR,Imports,2015,2697354735089.9
14783,EAR,Imports,2016,2712582651080.15
14784,EAR,Imports,2017,2989404495034.23
14785,EAR,Imports,2018,3142814274067.42
14786,EAR,Imports,2019,3094662366187.96
14787,EAR,Imports,2020,2686482671073.65
14788,EAR,Investment,1969,306965515990.031
14789,EAR,Investment,1970,324800391292.919
14790,EAR,Investment,1971,348848059875.633
14791,EAR,Investment,1972,374963331324.535
14792,EAR,Investment,1973,401579583473.084
14793,EAR,Investment,1974,433827988697.823
14794,EAR,Investment,1975,478382154253.988
14795,EAR,Investment,1976,522147233172.494
14796,EAR,Investment,1977,528787815907.837
14797,EAR,Investment,1978,546179174804.798
14798,EAR,Investment,1979,556726257534.371
14799,EAR,Investment,1980,615913442379.572
14800,EAR,Investment,1981,651307252925.412
14801,EAR,Investment,1982,614412966667.384
14802,EAR,Investment,1983,590698650856.11
14803,EAR,Investment,1984,587023622321.285
14804,EAR,Investment,1985,587287230907.997
14805,EAR,Investment,1986,577862012273.552
14806,EAR,Investment,1987,596656731753.306
14807,EAR,Investment,1988,601589302993.347
14808,EAR,Investment,1989,620872409338.045
14809,EAR,Investment,1990,675580393191.098
14810,EAR,Investment,1991,723901025775.944
14811,EAR,Investment,1992,773480792843.271
14812,EAR,Investment,1993,792986134341.927
14813,EAR,Investment,1994,844751620792.536
14814,EAR,Investment,1995,820130697936.617
14815,EAR,Investment,1996,913411183318.919
14816,EAR,Investment,1997,1007575582113.21
14817,EAR,Investment,1998,986128059232.727
14818,EAR,Investment,1999,979274654944.259
14819,EAR,Investment,2000,1030082294858.1
14820,EAR,Investment,2001,1046113836372.17
14821,EAR,Investment,2002,1055549266269.98
14822,EAR,Investment,2003,1115781719546.11
14823,EAR,Investment,2004,1256226171572.43
14824,EAR,Investment,2005,1405829062824.66
14825,EAR,Investment,2006,1555195657604.66
14826,EAR,Investment,2007,1747117902799.59
14827,EAR,Investment,2008,1878671692622.95
14828,EAR,Investment,2009,1809039198718.78
14829,EAR,Investment,2010,1984540706919.64
14830,EAR,Investment,2011,2189007898734.64
14831,EAR,Investment,2012,2276751079869.34
14832,EAR,Investment,2013,2349526142418.8
14833,EAR,Investment,2014,2439791814953.44
14834,EAR,Investment,2015,2563557963472.1
14835,EAR,Investment,2016,2643951631219.85
14836,EAR,Investment,2017,2799330309218.1
14837,EAR,Investment,2018,2943838909330.5
14838,EAR,Investment,2019,2979757187456.23
14839,EAR,Investment,2020,2714962363940.76
14840,EAR,Population,1960,980003345.0
14841,EAR,Population,1961,1003194972.0
14842,EAR,Population,1962,1027204700.0
14843,EAR,Population,1963,1051972834.0
14844,EAR,Population,1964,1077531237.0
14845,EAR,Population,1965,1103859981.0
14846,EAR,Population,1966,1130947721.0
14847,EAR,Population,1967,1158861175.0
14848,EAR,Population,1968,1187474694.0
14849,EAR,Population,1969,1216839339.0
14850,EAR,Population,1970,1246947673.0
14851,EAR,Population,1971,1277799456.0
14852,EAR,Population,1972,1309397210.0
14853,EAR,Population,1973,1341779503.0
14854,EAR,Population,1974,1374824941.0
14855,EAR,Population,1975,1408534717.0
14856,EAR,Population,1976,1442862522.0
14857,EAR,Population,1977,1477869964.0
14858,EAR,Population,1978,1513819992.0
14859,EAR,Population,1979,1551093148.0
14860,EAR,Population,1980,1589897378.0
14861,EAR,Population,1981,1630293423.0
14862,EAR,Population,1982,1672134835.0
14863,EAR,Population,1983,1715134126.0
14864,EAR,Population,1984,1758863284.0
14865,EAR,Population,1985,1803032659.0
14866,EAR,Population,1986,1847526576.0
14867,EAR,Population,1987,1892336352.0
14868,EAR,Population,1988,1937278919.0
14869,EAR,Population,1989,1982160339.0
14870,EAR,Population,1990,2028993568.0
14871,EAR,Population,1991,2073591177.0
14872,EAR,Population,1992,2117785781.0
14873,EAR,Population,1993,2161761687.0
14874,EAR,Population,1994,2205758867.0
14875,EAR,Population,1995,2249993925.0
14876,EAR,Population,1996,2294576653.0
14877,EAR,Population,1997,2339379359.0
14878,EAR,Population,1998,2384127937.0
14879,EAR,Population,1999,2428606122.0
14880,EAR,Population,2000,2472852816.0
14881,EAR,Population,2001,2516662185.0
14882,EAR,Population,2002,2560101448.0
14883,EAR,Population,2003,2603300762.0
14884,EAR,Population,2004,2646483605.0
14885,EAR,Population,2005,2689792006.0
14886,EAR,Population,2006,2733278857.0
14887,EAR,Population,2007,2776922505.0
14888,EAR,Population,2008,2820636607.0
14889,EAR,Population,2009,2864298814.0
14890,EAR,Population,2010,2907916947.0
14891,EAR,Population,2011,2951423688.0
14892,EAR,Population,2012,2994346938.0
14893,EAR,Population,2013,3037084158.0
14894,EAR,Population,2014,3079685581.0
14895,EAR,Population,2015,3122156833.0
14896,EAR,Population,2016,3164439749.0
14897,EAR,Population,2017,3206485623.0
14898,EAR,Population,2018,3248413593.0
14899,EAR,Population,2019,3290291029.0
14900,EAR,Population,2020,3332105361.0
14901,EAS,Consumption,1995,5638730234578.16
14902,EAS,Consumption,1996,5920492017545.69
14903,EAS,Consumption,1997,6101000594031.66
14904,EAS,Consumption,1998,6173761287735.64
14905,EAS,Consumption,1999,6509942375416.95
14906,EAS,Consumption,2000,6852834375248.05
14907,EAS,Consumption,2001,7129533074937.73
14908,EAS,Consumption,2002,7460281211097.98
14909,EAS,Consumption,2003,7694794641858.39
14910,EAS,Consumption,2004,7999720688173.95
14911,EAS,Consumption,2005,8435656083113.46
14912,EAS,Consumption,2006,8834930388796.1
14913,EAS,Consumption,2007,9375860851030.69
14914,EAS,Consumption,2008,9719072250604.89
14915,EAS,Consumption,2009,10146069064624.9
14916,EAS,Consumption,2010,10713963003925.8
14917,EAS,Consumption,2011,11358806528642.1
14918,EAS,Consumption,2012,11939670627223.4
14919,EAS,Consumption,2013,12511425101794.6
14920,EAS,Consumption,2014,13049417962860.6
14921,EAS,Consumption,2015,13741739476664.1
14922,EAS,Consumption,2016,14436093419138.5
14923,EAS,Consumption,2017,15116089844975.9
14924,EAS,Consumption,2018,15898052716549.0
14925,EAS,Consumption,2019,16580904417482.7
14926,EAS,Consumption,2020,16300313704162.8
14927,EAS,Exports,2015,6642666986928.39
14928,EAS,GDP,1960,1158075462173.71
14929,EAS,GDP,1961,1201808978626.77
14930,EAS,GDP,1962,1267808184127.52
14931,EAS,GDP,1963,1366758899475.39
14932,EAS,GDP,1964,1511040883471.5
14933,EAS,GDP,1965,1616709469640.92
14934,EAS,GDP,1966,1756979199617.62
14935,EAS,GDP,1967,1892538020944.01
14936,EAS,GDP,1968,2072981982223.27
14937,EAS,GDP,1969,2311805847890.18
14938,EAS,GDP,1970,2437338588989.85
14939,EAS,GDP,1971,2566727248382.42
14940,EAS,GDP,1972,2752269900473.06
14941,EAS,GDP,1973,2963120924205.59
14942,EAS,GDP,1974,2988970299117.2
14943,EAS,GDP,1975,3099381662446.62
14944,EAS,GDP,1976,3230965057504.09
14945,EAS,GDP,1977,3406869873399.52
14946,EAS,GDP,1978,3604092150812.57
14947,EAS,GDP,1979,3817602166299.78
14948,EAS,GDP,1980,3962133485267.28
14949,EAS,GDP,1981,4146302037905.99
14950,EAS,GDP,1982,4319377806883.91
14951,EAS,GDP,1983,4507718666807.21
14952,EAS,GDP,1984,4788196204323.2
14953,EAS,GDP,1985,5063411119024.72
14954,EAS,GDP,1986,5313877201072.77
14955,EAS,GDP,1987,5648769613230.97
14956,EAS,GDP,1988,6082798227896.65
14957,EAS,GDP,1989,6393111998462.42
14958,EAS,GDP,1990,6719241421142.41
14959,EAS,GDP,1991,7041669941445.75
14960,EAS,GDP,1992,7337649227191.61
14961,EAS,GDP,1993,7643344708092.1
14962,EAS,GDP,1994,8040216280289.46
14963,EAS,GDP,1995,8495575114347.5
14964,EAS,GDP,1996,8972887537104.39
14965,EAS,GDP,1997,9336348177824.17
14966,EAS,GDP,1998,9377297215539.41
14967,EAS,GDP,1999,9727199934216.36
14968,EAS,GDP,2000,10251608547478.6
14969,EAS,GDP,2001,10589941374405.5
14970,EAS,GDP,2002,11053610577569.8
14971,EAS,GDP,2003,11600165800438.1
14972,EAS,GDP,2004,12280437899407.0
14973,EAS,GDP,2005,13004941037287.6
14974,EAS,GDP,2006,13844455391455.2
14975,EAS,GDP,2007,14878772211690.9
14976,EAS,GDP,2008,15531609226147.1
14977,EAS,GDP,2009,15928673608874.0
14978,EAS,GDP,2010,17141403750111.6
14979,EAS,GDP,2011,18079496813274.2
14980,EAS,GDP,2012,19016034478447.9
14981,EAS,GDP,2013,20013128856458.3
14982,EAS,GDP,2014,20964036581533.9
14983,EAS,GDP,2015,21951401205501.8
14984,EAS,GDP,2016,22974032892813.8
14985,EAS,GDP,2017,24133820672087.7
14986,EAS,GDP,2018,25275414410483.5
14987,EAS,GDP,2019,26302619575881.9
14988,EAS,GDP,2020,26267553268938.6
14989,EAS,Imports,2015,6000831213851.24
14990,EAS,Investment,2015,7498924436687.81
14991,EAS,Population,1960,1041673567.0
14992,EAS,Population,1961,1043656626.0
14993,EAS,Population,1962,1058119847.0
14994,EAS,Population,1963,1083884354.0
14995,EAS,Population,1964,1109291332.0
14996,EAS,Population,1965,1135760430.0
14997,EAS,Population,1966,1165660993.0
14998,EAS,Population,1967,1194423916.0
14999,EAS,Population,1968,1224481196.0
15000,EAS,Population,1969,1256501888.0
15001,EAS,Population,1970,1289442011.0
15002,EAS,Population,1971,1324084663.0
15003,EAS,Population,1972,1355934840.0
15004,EAS,Population,1973,1386816705.0
15005,EAS,Population,1974,1416257332.0
